Type,SocietyName,Year,Price
3 BHK,Amrapali Exotica Sec 50 Noida,2023,150
3 BHK,Amrapali Exotica Sec 50 Noida,2023,150
3 BHK,Amrapali Exotica Sec 50 Noida,2024,159
3 BHK,Amrapali Exotica Sec 50 Noida,2024,159
4 BHK,Amrapali Exotica Sec 50 Noida,2014,119.9495905
4 BHK,Amrapali Exotica Sec 50 Noida,2014,81.91679349
4 BHK,Amrapali Exotica Sec 50 Noida,2015,127.6059473
4 BHK,Amrapali Exotica Sec 50 Noida,2015,87.14552499
4 BHK,Amrapali Exotica Sec 50 Noida,2016,137.210696
4 BHK,Amrapali Exotica Sec 50 Noida,2016,93.70486558
4 BHK,Amrapali Exotica Sec 50 Noida,2017,142.9278084
4 BHK,Amrapali Exotica Sec 50 Noida,2017,97.60923498
4 BHK,Amrapali Exotica Sec 50 Noida,2018,150.4503246
4 BHK,Amrapali Exotica Sec 50 Noida,2018,102.7465631
4 BHK,Amrapali Exotica Sec 50 Noida,2019,160.0535368
4 BHK,Amrapali Exotica Sec 50 Noida,2019,109.3048544
4 BHK,Amrapali Exotica Sec 50 Noida,2020,170.26972
4 BHK,Amrapali Exotica Sec 50 Noida,2020,116.28176
4 BHK,Amrapali Exotica Sec 50 Noida,2021,181.138
4 BHK,Amrapali Exotica Sec 50 Noida,2021,123.704
4 BHK,Amrapali Exotica Sec 50 Noida,2022,192.7
4 BHK,Amrapali Exotica Sec 50 Noida,2022,131.6
4 BHK,Amrapali Exotica Sec 50 Noida,2023,205
4 BHK,Amrapali Exotica Sec 50 Noida,2023,140
4 BHK,Amrapali Exotica Sec 50 Noida,2024,217.3
4 BHK,Amrapali Exotica Sec 50 Noida,2024,148.4
4 BHK,Amrapali Platinum  Sec 44 Noida,2014,73.13999419
4 BHK,Amrapali Platinum  Sec 44 Noida,2014,73.13999419
4 BHK,Amrapali Platinum  Sec 44 Noida,2015,77.80850445
4 BHK,Amrapali Platinum  Sec 44 Noida,2015,77.80850445
4 BHK,Amrapali Platinum  Sec 44 Noida,2016,83.66505855
4 BHK,Amrapali Platinum  Sec 44 Noida,2016,83.66505855
4 BHK,Amrapali Platinum  Sec 44 Noida,2017,87.15110266
4 BHK,Amrapali Platinum  Sec 44 Noida,2017,87.15110266
4 BHK,Amrapali Platinum  Sec 44 Noida,2018,91.7380028
4 BHK,Amrapali Platinum  Sec 44 Noida,2018,91.7380028
4 BHK,Amrapali Platinum  Sec 44 Noida,2019,97.59362
4 BHK,Amrapali Platinum  Sec 44 Noida,2019,97.59362
4 BHK,Amrapali Platinum  Sec 44 Noida,2020,103.823
4 BHK,Amrapali Platinum  Sec 44 Noida,2020,103.823
4 BHK,Amrapali Platinum  Sec 44 Noida,2021,110.45
4 BHK,Amrapali Platinum  Sec 44 Noida,2021,110.45
4 BHK,Amrapali Platinum  Sec 44 Noida,2022,117.5
4 BHK,Amrapali Platinum  Sec 44 Noida,2022,117.5
4 BHK,Amrapali Platinum  Sec 44 Noida,2023,125
4 BHK,Amrapali Platinum  Sec 44 Noida,2023,125
4 BHK,Amrapali Platinum  Sec 44 Noida,2024,132.5
4 BHK,Amrapali Platinum  Sec 44 Noida,2024,132.5
3 BHK,Amrapali Platinum Sec 119 Noida,2014,40.95839675
3 BHK,Amrapali Platinum Sec 119 Noida,2014,51.49055591
3 BHK,Amrapali Platinum Sec 119 Noida,2014,46.80959628
3 BHK,Amrapali Platinum Sec 119 Noida,2014,46.80959628
3 BHK,Amrapali Platinum Sec 119 Noida,2014,38.03279698
3 BHK,Amrapali Platinum Sec 119 Noida,2014,56.75663549
3 BHK,Amrapali Platinum Sec 119 Noida,2014,52.66079582
3 BHK,Amrapali Platinum Sec 119 Noida,2014,48.56495614
3 BHK,Amrapali Platinum Sec 119 Noida,2014,43.88399651
3 BHK,Amrapali Platinum Sec 119 Noida,2014,40.66583677
3 BHK,Amrapali Platinum Sec 119 Noida,2014,64.36319489
3 BHK,Amrapali Platinum Sec 119 Noida,2014,39.78815684
3 BHK,Amrapali Platinum Sec 119 Noida,2014,35.10719721
3 BHK,Amrapali Platinum Sec 119 Noida,2014,39.20303688
3 BHK,Amrapali Platinum Sec 119 Noida,2014,35.10719721
3 BHK,Amrapali Platinum Sec 119 Noida,2014,39.20303688
3 BHK,Amrapali Platinum Sec 119 Noida,2015,43.57276249
3 BHK,Amrapali Platinum Sec 119 Noida,2015,54.77718714
3 BHK,Amrapali Platinum Sec 119 Noida,2015,49.79744285
3 BHK,Amrapali Platinum Sec 119 Noida,2015,49.79744285
3 BHK,Amrapali Platinum Sec 119 Noida,2015,40.46042232
3 BHK,Amrapali Platinum Sec 119 Noida,2015,60.37939946
3 BHK,Amrapali Platinum Sec 119 Noida,2015,56.02212321
3 BHK,Amrapali Platinum Sec 119 Noida,2015,51.66484696
3 BHK,Amrapali Platinum Sec 119 Noida,2015,46.68510267
3 BHK,Amrapali Platinum Sec 119 Noida,2015,43.26152848
3 BHK,Amrapali Platinum Sec 119 Noida,2015,68.47148392
3 BHK,Amrapali Platinum Sec 119 Noida,2015,42.32782642
3 BHK,Amrapali Platinum Sec 119 Noida,2015,37.34808214
3 BHK,Amrapali Platinum Sec 119 Noida,2015,41.70535839
3 BHK,Amrapali Platinum Sec 119 Noida,2015,37.34808214
3 BHK,Amrapali Platinum Sec 119 Noida,2015,41.70535839
3 BHK,Amrapali Platinum Sec 119 Noida,2016,46.85243279
3 BHK,Amrapali Platinum Sec 119 Noida,2016,58.90020122
3 BHK,Amrapali Platinum Sec 119 Noida,2016,53.54563747
3 BHK,Amrapali Platinum Sec 119 Noida,2016,53.54563747
3 BHK,Amrapali Platinum Sec 119 Noida,2016,43.50583045
3 BHK,Amrapali Platinum Sec 119 Noida,2016,64.92408544
3 BHK,Amrapali Platinum Sec 119 Noida,2016,60.23884216
3 BHK,Amrapali Platinum Sec 119 Noida,2016,55.55359888
3 BHK,Amrapali Platinum Sec 119 Noida,2016,50.19903513
3 BHK,Amrapali Platinum Sec 119 Noida,2016,46.51777256
3 BHK,Amrapali Platinum Sec 119 Noida,2016,73.62525153
3 BHK,Amrapali Platinum Sec 119 Noida,2016,45.51379185
3 BHK,Amrapali Platinum Sec 119 Noida,2016,40.15922811
3 BHK,Amrapali Platinum Sec 119 Noida,2016,44.84447138
3 BHK,Amrapali Platinum Sec 119 Noida,2016,40.15922811
3 BHK,Amrapali Platinum Sec 119 Noida,2016,44.84447138
3 BHK,Amrapali Platinum Sec 119 Noida,2017,48.80461749
3 BHK,Amrapali Platinum Sec 119 Noida,2017,61.35437627
3 BHK,Amrapali Platinum Sec 119 Noida,2017,55.7767057
3 BHK,Amrapali Platinum Sec 119 Noida,2017,55.7767057
3 BHK,Amrapali Platinum Sec 119 Noida,2017,45.31857338
3 BHK,Amrapali Platinum Sec 119 Noida,2017,67.62925566
3 BHK,Amrapali Platinum Sec 119 Noida,2017,62.74879392
3 BHK,Amrapali Platinum Sec 119 Noida,2017,57.86833217
3 BHK,Amrapali Platinum Sec 119 Noida,2017,52.2906616
3 BHK,Amrapali Platinum Sec 119 Noida,2017,48.45601308
3 BHK,Amrapali Platinum Sec 119 Noida,2017,76.69297034
3 BHK,Amrapali Platinum Sec 119 Noida,2017,47.41019985
3 BHK,Amrapali Platinum Sec 119 Noida,2017,41.83252928
3 BHK,Amrapali Platinum Sec 119 Noida,2017,46.71299103
3 BHK,Amrapali Platinum Sec 119 Noida,2017,41.83252928
3 BHK,Amrapali Platinum Sec 119 Noida,2017,46.71299103
3 BHK,Amrapali Platinum Sec 119 Noida,2018,51.37328157
3 BHK,Amrapali Platinum Sec 119 Noida,2018,64.58355397
3 BHK,Amrapali Platinum Sec 119 Noida,2018,58.71232179
3 BHK,Amrapali Platinum Sec 119 Noida,2018,58.71232179
3 BHK,Amrapali Platinum Sec 119 Noida,2018,47.70376146
3 BHK,Amrapali Platinum Sec 119 Noida,2018,71.18869017
3 BHK,Amrapali Platinum Sec 119 Noida,2018,66.05136202
3 BHK,Amrapali Platinum Sec 119 Noida,2018,60.91403386
3 BHK,Amrapali Platinum Sec 119 Noida,2018,55.04280168
3 BHK,Amrapali Platinum Sec 119 Noida,2018,51.00632956
3 BHK,Amrapali Platinum Sec 119 Noida,2018,80.72944246
3 BHK,Amrapali Platinum Sec 119 Noida,2018,49.90547352
3 BHK,Amrapali Platinum Sec 119 Noida,2018,44.03424134
3 BHK,Amrapali Platinum Sec 119 Noida,2018,49.1715695
3 BHK,Amrapali Platinum Sec 119 Noida,2018,44.03424134
3 BHK,Amrapali Platinum Sec 119 Noida,2018,49.1715695
3 BHK,Amrapali Platinum Sec 119 Noida,2019,54.6524272
3 BHK,Amrapali Platinum Sec 119 Noida,2019,68.70590848
3 BHK,Amrapali Platinum Sec 119 Noida,2019,62.4599168
3 BHK,Amrapali Platinum Sec 119 Noida,2019,62.4599168
3 BHK,Amrapali Platinum Sec 119 Noida,2019,50.7486824
3 BHK,Amrapali Platinum Sec 119 Noida,2019,75.73264912
3 BHK,Amrapali Platinum Sec 119 Noida,2019,70.2674064
3 BHK,Amrapali Platinum Sec 119 Noida,2019,64.80216368
3 BHK,Amrapali Platinum Sec 119 Noida,2019,58.556172
3 BHK,Amrapali Platinum Sec 119 Noida,2019,54.26205272
3 BHK,Amrapali Platinum Sec 119 Noida,2019,85.8823856
3 BHK,Amrapali Platinum Sec 119 Noida,2019,53.09092928
3 BHK,Amrapali Platinum Sec 119 Noida,2019,46.8449376
3 BHK,Amrapali Platinum Sec 119 Noida,2019,52.31018032
3 BHK,Amrapali Platinum Sec 119 Noida,2019,46.8449376
3 BHK,Amrapali Platinum Sec 119 Noida,2019,52.31018032
3 BHK,Amrapali Platinum Sec 119 Noida,2020,58.14088
3 BHK,Amrapali Platinum Sec 119 Noida,2020,73.091392
3 BHK,Amrapali Platinum Sec 119 Noida,2020,66.44672
3 BHK,Amrapali Platinum Sec 119 Noida,2020,66.44672
3 BHK,Amrapali Platinum Sec 119 Noida,2020,53.98796
3 BHK,Amrapali Platinum Sec 119 Noida,2020,80.566648
3 BHK,Amrapali Platinum Sec 119 Noida,2020,74.75256
3 BHK,Amrapali Platinum Sec 119 Noida,2020,68.938472
3 BHK,Amrapali Platinum Sec 119 Noida,2020,62.2938
3 BHK,Amrapali Platinum Sec 119 Noida,2020,57.725588
3 BHK,Amrapali Platinum Sec 119 Noida,2020,91.36424
3 BHK,Amrapali Platinum Sec 119 Noida,2020,56.479712
3 BHK,Amrapali Platinum Sec 119 Noida,2020,49.83504
3 BHK,Amrapali Platinum Sec 119 Noida,2020,55.649128
3 BHK,Amrapali Platinum Sec 119 Noida,2020,49.83504
3 BHK,Amrapali Platinum Sec 119 Noida,2020,55.649128
3 BHK,Amrapali Platinum Sec 119 Noida,2021,61.852
3 BHK,Amrapali Platinum Sec 119 Noida,2021,77.7568
3 BHK,Amrapali Platinum Sec 119 Noida,2021,70.688
3 BHK,Amrapali Platinum Sec 119 Noida,2021,70.688
3 BHK,Amrapali Platinum Sec 119 Noida,2021,57.434
3 BHK,Amrapali Platinum Sec 119 Noida,2021,85.7092
3 BHK,Amrapali Platinum Sec 119 Noida,2021,79.524
3 BHK,Amrapali Platinum Sec 119 Noida,2021,73.3388
3 BHK,Amrapali Platinum Sec 119 Noida,2021,66.27
3 BHK,Amrapali Platinum Sec 119 Noida,2021,61.4102
3 BHK,Amrapali Platinum Sec 119 Noida,2021,97.196
3 BHK,Amrapali Platinum Sec 119 Noida,2021,60.0848
3 BHK,Amrapali Platinum Sec 119 Noida,2021,53.016
3 BHK,Amrapali Platinum Sec 119 Noida,2021,59.2012
3 BHK,Amrapali Platinum Sec 119 Noida,2021,53.016
3 BHK,Amrapali Platinum Sec 119 Noida,2021,59.2012
3 BHK,Amrapali Platinum Sec 119 Noida,2022,65.8
3 BHK,Amrapali Platinum Sec 119 Noida,2022,82.72
3 BHK,Amrapali Platinum Sec 119 Noida,2022,75.2
3 BHK,Amrapali Platinum Sec 119 Noida,2022,75.2
3 BHK,Amrapali Platinum Sec 119 Noida,2022,61.1
3 BHK,Amrapali Platinum Sec 119 Noida,2022,91.18
3 BHK,Amrapali Platinum Sec 119 Noida,2022,84.6
3 BHK,Amrapali Platinum Sec 119 Noida,2022,78.02
3 BHK,Amrapali Platinum Sec 119 Noida,2022,70.5
3 BHK,Amrapali Platinum Sec 119 Noida,2022,65.33
3 BHK,Amrapali Platinum Sec 119 Noida,2022,103.4
3 BHK,Amrapali Platinum Sec 119 Noida,2022,63.92
3 BHK,Amrapali Platinum Sec 119 Noida,2022,56.4
3 BHK,Amrapali Platinum Sec 119 Noida,2022,62.98
3 BHK,Amrapali Platinum Sec 119 Noida,2022,56.4
3 BHK,Amrapali Platinum Sec 119 Noida,2022,62.98
3 BHK,Amrapali Platinum Sec 119 Noida,2023,70
3 BHK,Amrapali Platinum Sec 119 Noida,2023,88
3 BHK,Amrapali Platinum Sec 119 Noida,2023,80
3 BHK,Amrapali Platinum Sec 119 Noida,2023,80
3 BHK,Amrapali Platinum Sec 119 Noida,2023,65
3 BHK,Amrapali Platinum Sec 119 Noida,2023,97
3 BHK,Amrapali Platinum Sec 119 Noida,2023,90
3 BHK,Amrapali Platinum Sec 119 Noida,2023,83
3 BHK,Amrapali Platinum Sec 119 Noida,2023,75
3 BHK,Amrapali Platinum Sec 119 Noida,2023,69.5
3 BHK,Amrapali Platinum Sec 119 Noida,2023,110
3 BHK,Amrapali Platinum Sec 119 Noida,2023,68
3 BHK,Amrapali Platinum Sec 119 Noida,2023,60
3 BHK,Amrapali Platinum Sec 119 Noida,2023,67
3 BHK,Amrapali Platinum Sec 119 Noida,2023,60
3 BHK,Amrapali Platinum Sec 119 Noida,2023,67
3 BHK,Amrapali Platinum Sec 119 Noida,2024,74.2
3 BHK,Amrapali Platinum Sec 119 Noida,2024,93.28
3 BHK,Amrapali Platinum Sec 119 Noida,2024,84.8
3 BHK,Amrapali Platinum Sec 119 Noida,2024,84.8
3 BHK,Amrapali Platinum Sec 119 Noida,2024,68.9
3 BHK,Amrapali Platinum Sec 119 Noida,2024,102.82
3 BHK,Amrapali Platinum Sec 119 Noida,2024,95.4
3 BHK,Amrapali Platinum Sec 119 Noida,2024,87.98
3 BHK,Amrapali Platinum Sec 119 Noida,2024,79.5
3 BHK,Amrapali Platinum Sec 119 Noida,2024,73.67
3 BHK,Amrapali Platinum Sec 119 Noida,2024,116.6
3 BHK,Amrapali Platinum Sec 119 Noida,2024,72.08
3 BHK,Amrapali Platinum Sec 119 Noida,2024,63.6
3 BHK,Amrapali Platinum Sec 119 Noida,2024,71.02
3 BHK,Amrapali Platinum Sec 119 Noida,2024,63.6
3 BHK,Amrapali Platinum Sec 119 Noida,2024,71.02
4 BHK,Amrapali Platinum Sec 119 Noida,2014,99.4703921
4 BHK,Amrapali Platinum Sec 119 Noida,2014,187.2383851
4 BHK,Amrapali Platinum Sec 119 Noida,2014,73.13999419
4 BHK,Amrapali Platinum Sec 119 Noida,2014,129.8966297
4 BHK,Amrapali Platinum Sec 119 Noida,2014,117.0239907
4 BHK,Amrapali Platinum Sec 119 Noida,2014,67.28879465
4 BHK,Amrapali Platinum Sec 119 Noida,2015,105.8195661
4 BHK,Amrapali Platinum Sec 119 Noida,2015,199.1897714
4 BHK,Amrapali Platinum Sec 119 Noida,2015,77.80850445
4 BHK,Amrapali Platinum Sec 119 Noida,2015,138.1879039
4 BHK,Amrapali Platinum Sec 119 Noida,2015,124.4936071
4 BHK,Amrapali Platinum Sec 119 Noida,2015,71.5838241
4 BHK,Amrapali Platinum Sec 119 Noida,2016,113.7844796
4 BHK,Amrapali Platinum Sec 119 Noida,2016,214.1825499
4 BHK,Amrapali Platinum Sec 119 Noida,2016,83.66505855
4 BHK,Amrapali Platinum Sec 119 Noida,2016,148.589144
4 BHK,Amrapali Platinum Sec 119 Noida,2016,133.8640937
4 BHK,Amrapali Platinum Sec 119 Noida,2016,76.97185387
4 BHK,Amrapali Platinum Sec 119 Noida,2017,118.5254996
4 BHK,Amrapali Platinum Sec 119 Noida,2017,223.1068228
4 BHK,Amrapali Platinum Sec 119 Noida,2017,87.15110266
4 BHK,Amrapali Platinum Sec 119 Noida,2017,154.7803583
4 BHK,Amrapali Platinum Sec 119 Noida,2017,139.4417643
4 BHK,Amrapali Platinum Sec 119 Noida,2017,80.17901445
4 BHK,Amrapali Platinum Sec 119 Noida,2018,124.7636838
4 BHK,Amrapali Platinum Sec 119 Noida,2018,234.8492872
4 BHK,Amrapali Platinum Sec 119 Noida,2018,91.7380028
4 BHK,Amrapali Platinum Sec 119 Noida,2018,162.926693
4 BHK,Amrapali Platinum Sec 119 Noida,2018,146.7808045
4 BHK,Amrapali Platinum Sec 119 Noida,2018,84.39896258
4 BHK,Amrapali Platinum Sec 119 Noida,2019,132.7273232
4 BHK,Amrapali Platinum Sec 119 Noida,2019,249.8396672
4 BHK,Amrapali Platinum Sec 119 Noida,2019,97.59362
4 BHK,Amrapali Platinum Sec 119 Noida,2019,173.3262691
4 BHK,Amrapali Platinum Sec 119 Noida,2019,156.149792
4 BHK,Amrapali Platinum Sec 119 Noida,2019,89.7861304
4 BHK,Amrapali Platinum Sec 119 Noida,2020,141.19928
4 BHK,Amrapali Platinum Sec 119 Noida,2020,265.78688
4 BHK,Amrapali Platinum Sec 119 Noida,2020,103.823
4 BHK,Amrapali Platinum Sec 119 Noida,2020,184.389648
4 BHK,Amrapali Platinum Sec 119 Noida,2020,166.1168
4 BHK,Amrapali Platinum Sec 119 Noida,2020,95.51716
4 BHK,Amrapali Platinum Sec 119 Noida,2021,150.212
4 BHK,Amrapali Platinum Sec 119 Noida,2021,282.752
4 BHK,Amrapali Platinum Sec 119 Noida,2021,110.45
4 BHK,Amrapali Platinum Sec 119 Noida,2021,196.1592
4 BHK,Amrapali Platinum Sec 119 Noida,2021,176.72
4 BHK,Amrapali Platinum Sec 119 Noida,2021,101.614
4 BHK,Amrapali Platinum Sec 119 Noida,2022,159.8
4 BHK,Amrapali Platinum Sec 119 Noida,2022,300.8
4 BHK,Amrapali Platinum Sec 119 Noida,2022,117.5
4 BHK,Amrapali Platinum Sec 119 Noida,2022,208.68
4 BHK,Amrapali Platinum Sec 119 Noida,2022,188
4 BHK,Amrapali Platinum Sec 119 Noida,2022,108.1
4 BHK,Amrapali Platinum Sec 119 Noida,2023,170
4 BHK,Amrapali Platinum Sec 119 Noida,2023,320
4 BHK,Amrapali Platinum Sec 119 Noida,2023,125
4 BHK,Amrapali Platinum Sec 119 Noida,2023,222
4 BHK,Amrapali Platinum Sec 119 Noida,2023,200
4 BHK,Amrapali Platinum Sec 119 Noida,2023,115
4 BHK,Amrapali Platinum Sec 119 Noida,2024,180.2
4 BHK,Amrapali Platinum Sec 119 Noida,2024,339.2
4 BHK,Amrapali Platinum Sec 119 Noida,2024,132.5
4 BHK,Amrapali Platinum Sec 119 Noida,2024,235.32
4 BHK,Amrapali Platinum Sec 119 Noida,2024,212
4 BHK,Amrapali Platinum Sec 119 Noida,2024,121.9
8 BHK,Amrapali Platinum Sec 119 Noida,2014,292.5599768
8 BHK,Amrapali Platinum Sec 119 Noida,2015,311.2340178
8 BHK,Amrapali Platinum Sec 119 Noida,2016,334.6602342
8 BHK,Amrapali Platinum Sec 119 Noida,2017,348.6044106
8 BHK,Amrapali Platinum Sec 119 Noida,2018,366.9520112
8 BHK,Amrapali Platinum Sec 119 Noida,2019,390.37448
8 BHK,Amrapali Platinum Sec 119 Noida,2020,415.292
8 BHK,Amrapali Platinum Sec 119 Noida,2021,441.8
8 BHK,Amrapali Platinum Sec 119 Noida,2022,470
8 BHK,Amrapali Platinum Sec 119 Noida,2023,500
8 BHK,Amrapali Platinum Sec 119 Noida,2024,530
4 BHK,Amrapali Platinum Sec 151 Noida,2014,73.13999419
4 BHK,Amrapali Platinum Sec 151 Noida,2014,73.13999419
4 BHK,Amrapali Platinum Sec 151 Noida,2014,73.13999419
4 BHK,Amrapali Platinum Sec 151 Noida,2014,73.13999419
4 BHK,Amrapali Platinum Sec 151 Noida,2015,77.80850445
4 BHK,Amrapali Platinum Sec 151 Noida,2015,77.80850445
4 BHK,Amrapali Platinum Sec 151 Noida,2015,77.80850445
4 BHK,Amrapali Platinum Sec 151 Noida,2015,77.80850445
4 BHK,Amrapali Platinum Sec 151 Noida,2016,83.66505855
4 BHK,Amrapali Platinum Sec 151 Noida,2016,83.66505855
4 BHK,Amrapali Platinum Sec 151 Noida,2016,83.66505855
4 BHK,Amrapali Platinum Sec 151 Noida,2016,83.66505855
4 BHK,Amrapali Platinum Sec 151 Noida,2017,87.15110266
4 BHK,Amrapali Platinum Sec 151 Noida,2017,87.15110266
4 BHK,Amrapali Platinum Sec 151 Noida,2017,87.15110266
4 BHK,Amrapali Platinum Sec 151 Noida,2017,87.15110266
4 BHK,Amrapali Platinum Sec 151 Noida,2018,91.7380028
4 BHK,Amrapali Platinum Sec 151 Noida,2018,91.7380028
4 BHK,Amrapali Platinum Sec 151 Noida,2018,91.7380028
4 BHK,Amrapali Platinum Sec 151 Noida,2018,91.7380028
4 BHK,Amrapali Platinum Sec 151 Noida,2019,97.59362
4 BHK,Amrapali Platinum Sec 151 Noida,2019,97.59362
4 BHK,Amrapali Platinum Sec 151 Noida,2019,97.59362
4 BHK,Amrapali Platinum Sec 151 Noida,2019,97.59362
4 BHK,Amrapali Platinum Sec 151 Noida,2020,103.823
4 BHK,Amrapali Platinum Sec 151 Noida,2020,103.823
4 BHK,Amrapali Platinum Sec 151 Noida,2020,103.823
4 BHK,Amrapali Platinum Sec 151 Noida,2020,103.823
4 BHK,Amrapali Platinum Sec 151 Noida,2021,110.45
4 BHK,Amrapali Platinum Sec 151 Noida,2021,110.45
4 BHK,Amrapali Platinum Sec 151 Noida,2021,110.45
4 BHK,Amrapali Platinum Sec 151 Noida,2021,110.45
4 BHK,Amrapali Platinum Sec 151 Noida,2022,117.5
4 BHK,Amrapali Platinum Sec 151 Noida,2022,117.5
4 BHK,Amrapali Platinum Sec 151 Noida,2022,117.5
4 BHK,Amrapali Platinum Sec 151 Noida,2022,117.5
4 BHK,Amrapali Platinum Sec 151 Noida,2023,125
4 BHK,Amrapali Platinum Sec 151 Noida,2023,125
4 BHK,Amrapali Platinum Sec 151 Noida,2023,125
4 BHK,Amrapali Platinum Sec 151 Noida,2023,125
4 BHK,Amrapali Platinum Sec 151 Noida,2024,132.5
4 BHK,Amrapali Platinum Sec 151 Noida,2024,132.5
4 BHK,Amrapali Platinum Sec 151 Noida,2024,132.5
4 BHK,Amrapali Platinum Sec 151 Noida,2024,132.5
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2014,32.18159744
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2014,32.18159744
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2015,34.23574196
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2015,34.23574196
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2016,36.81262576
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2016,36.81262576
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2017,38.34648517
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2017,38.34648517
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2018,40.36472123
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2018,40.36472123
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2019,42.9411928
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2019,42.9411928
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2020,45.68212
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2020,45.68212
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2021,48.598
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2021,48.598
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2022,51.7
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2022,51.7
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2023,55
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2023,55
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2024,58.3
2 BHK,Amrapali Princely Estate  Sec 44 Noida,2024,58.3
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,34.22951728
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,43.88399651
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,33.9369573
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,35.10719721
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,28.14426976
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,29.72409364
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,28.08575777
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,26.50593389
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,35.10719721
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,32.18159744
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,34.22951728
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,28.08575777
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,38.03279698
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,33.35183735
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,32.18159744
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,38.03279698
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,26.33039791
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,32.18159744
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,27.50063781
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,29.54855765
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,34.22951728
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,26.33039791
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,29.72409364
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,26.33039791
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,36.27743712
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,26.33039791
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,33.41034934
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,32.18159744
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,24.57503805
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,33.9369573
2 BHK,Amrapali Princely Estate Sec 76 Noida,2014,28.08575777
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,36.41438008
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,46.68510267
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,36.10314607
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,37.34808214
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,29.94071251
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,31.62137621
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,29.87846571
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,28.19780201
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,37.34808214
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,34.23574196
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,36.41438008
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,29.87846571
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,40.46042232
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,35.48067803
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,34.23574196
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,40.46042232
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,28.0110616
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,34.23574196
2 BHK,Amrapali Princely Estate Sec 76 Noida,2015,29.25599768
